ip,count
217.138.85.132,1
164.17.1.151,1
147.115.41.92,1
132.165.189.49,1
130.20.234.245,1
7.231.40.21,1
61.188.57.145,1
221.145.156.168,1
203.74.249.192,1
126.149.28.161,1
183.62.91.70,1
168.63.137.113,1
179.250.143.1,1
122.32.188.161,1
78.218.156.249,1
50.74.188.96,1
209.104.8.159,1
86.53.59.95,1
209.46.79.232,1
178.165.121.96,1
192.187.116.143,1
205.159.77.102,1
111.10.210.5,1
79.109.191.115,1
39.149.214.14,1
194.222.236.237,1
167.207.109.180,1
110.124.207.189,1
32.211.87.211,1
4.180.68.100,1
69.26.189.3,1
24.145.189.175,1
110.50.163.92,1
117.123.110.209,1
45.221.137.245,1
94.206.237.158,1
66.91.14.226,1
201.152.104.84,1
182.170.166.170,1
201.125.5.136,1
100.152.76.235,1
202.157.19.46,1
40.133.33.104,1
87.73.85.8,1
198.193.85.143,1
28.141.10.126,1
113.40.77.195,1
52.180.212.97,1
219.92.9.145,1
115.47.145.200,1
10.200.53.198,1
191.241.52.192,1
87.42.41.109,1
197.230.70.190,1
114.250.202.121,1
31.57.248.222,1
198.255.22.124,1
1.2.88.69,1
25.110.236.115,1
181.219.130.196,1
170.61.136.197,1
133.15.35.177,1
167.97.213.207,1
73.165.83.143,1
149.12.114.150,1
4.15.174.57,1
109.240.17.111,1
200.70.139.242,1
216.138.79.1,1
108.115.231.38,1
154.174.183.190,1
210.250.188.35,1
36.27.70.13,1
27.196.233.188,1
12.204.19.76,1
138.210.128.201,1
64.248.178.251,1
88.230.161.200,1
9.185.13.140,1
88.188.46.196,1
193.148.140.133,1
32.31.182.164,1
143.236.142.208,1
156.148.24.47,1
151.144.25.163,1
9.27.227.147,1
139.173.150.189,1
55.70.1.71,1
168.175.79.252,1
181.179.129.251,1
143.206.132.238,1
188.214.73.36,1
181.75.53.144,1
145.190.38.57,1
50.34.197.221,1
194.155.150.42,1
124.18.96.87,1
49.117.36.149,1
175.192.104.57,1
42.20.39.155,1
56.41.66.116,1
90.48.92.64,1
155.146.168.2,1
2.98.198.229,1
218.157.2.115,1
65.161.4.208,1
118.122.169.9,1
151.25.162.17,1
209.91.74.16,1
24.238.155.138,1
204.234.218.87,1
115.57.235.254,1
60.73.55.61,1
182.33.155.143,1
193.113.143.101,1
108.97.38.212,1
161.117.85.175,1
189.39.170.102,1
171.27.2.30,1
170.141.112.73,1
180.98.68.112,1
138.6.66.133,1
206.43.86.1,1
61.231.171.137,1
59.236.236.112,1
199.62.255.196,1
5.232.212.33,1
164.220.116.122,1
57.244.161.198,1
7.160.34.115,1
155.222.73.235,1
6.195.237.160,1
175.77.228.89,1
180.103.228.48,1
183.117.75.39,1
115.62.205.129,1
167.76.10.8,1
200.230.94.24,1
38.118.226.211,1
129.171.35.161,1
146.89.105.30,1
208.201.121.244,1
168.117.49.149,1
213.76.163.207,1
82.48.234.112,1
209.211.12.89,1
31.194.167.91,1
64.77.124.0,1
126.1.90.44,1
179.133.176.196,1
66.170.228.104,1
182.139.211.182,1
36.247.159.21,1
113.102.13.163,1
90.219.222.242,1
20.160.112.247,1
121.68.94.195,1
193.42.66.150,1
22.253.19.38,1
185.209.77.15,1
86.156.223.159,1
20.144.79.182,1
68.70.255.141,1
182.214.231.155,1
59.164.231.183,1
204.20.131.130,1
89.245.107.92,1
49.42.135.10,1
203.165.200.112,1
43.13.173.56,1
40.29.51.220,1
16.179.18.65,1
137.84.74.210,1
132.243.251.206,1
59.222.206.100,1
197.167.62.34,1
4.110.194.129,1
90.15.231.80,1
113.145.47.113,1
59.211.250.5,1
19.218.58.78,1
162.5.60.123,1
208.177.64.0,1
33.150.11.255,1
55.25.65.54,1
173.139.107.219,1
98.3.36.34,1
141.66.172.147,1
195.210.129.186,1
67.239.124.236,1
166.147.26.177,1
117.80.135.1,1
57.111.133.71,1
111.188.183.161,1
130.213.247.192,1
102.235.32.109,1
97.218.127.163,1
208.64.19.240,1
150.206.249.0,1
24.141.129.232,1
16.205.213.189,1
204.84.73.143,1
139.125.122.173,1
69.224.119.198,1
161.137.83.231,1
194.53.99.53,1
170.216.59.39,1
180.240.157.32,1
3.131.56.3,1
174.96.176.6,1
78.124.85.161,1
25.96.93.122,1
71.121.168.245,1
194.119.196.53,1
79.132.178.138,1
144.104.66.170,1
220.33.188.8,1
105.101.50.212,1
198.201.239.85,1
58.246.7.7,1
66.91.78.98,1
47.24.72.152,1
174.136.209.247,1
181.38.207.6,1
218.8.153.238,1
163.42.211.114,1
132.165.199.53,1
146.210.140.84,1
156.106.101.194,1
124.146.154.131,1
39.153.161.132,1
217.113.185.172,1
197.166.76.57,1
61.237.246.174,1
190.114.60.180,1
39.33.151.212,1
189.2.173.52,1
198.249.103.170,1
2.134.227.90,1
184.136.61.115,1
155.246.245.73,1
75.121.107.7,1
136.191.12.90,1
35.187.240.157,1
218.26.169.220,1
41.219.201.19,1
214.77.237.1,1
150.173.154.32,1
30.174.87.124,1
189.77.14.243,1
32.170.213.155,1
5.18.193.193,1
196.71.151.96,1
130.24.40.119,1
56.51.55.146,1
5.216.180.66,1
191.201.105.61,1
161.76.53.66,1
100.27.153.188,1
82.247.209.193,1
132.133.177.81,1
82.76.131.113,1
2.9.24.34,1
149.235.153.149,1
113.27.71.190,1
221.198.41.74,1
91.175.20.175,1
143.142.16.59,1
146.96.173.176,1
60.190.192.73,1
115.159.180.99,1
176.103.3.26,1
159.95.239.59,1
38.47.191.30,1
77.36.21.13,1
154.66.31.197,1
44.111.129.99,1
135.232.142.236,1
88.184.126.207,1
59.255.66.32,1
31.189.207.88,1
63.173.165.209,1
193.202.135.250,1
162.214.205.178,1
14.53.200.78,1
56.119.255.20,1
87.63.191.70,1
128.199.189.188,1
80.69.141.244,1
142.89.197.155,1
182.23.206.93,1
33.243.60.168,1
170.74.214.51,1
154.208.144.149,1
24.116.236.37,1
157.243.5.123,1
20.198.53.191,1
45.43.56.79,1
144.35.150.60,1
163.181.179.250,1
162.249.144.150,1
40.146.199.53,1
22.13.34.145,1
114.183.237.80,1
221.222.122.155,1
100.136.83.241,1
109.30.62.19,1
62.42.149.170,1
119.15.156.191,1
30.133.17.33,1
32.164.54.129,1
208.71.207.124,1
161.46.222.59,1
219.210.116.99,1
48.154.68.109,1
90.144.236.138,1
181.200.51.145,1
98.205.138.10,1
207.39.149.199,1
193.7.190.116,1
18.241.9.160,1
145.95.232.171,1
73.116.212.227,1
161.152.47.29,1
10.147.4.14,1
146.151.86.240,1
131.100.220.15,1
31.169.183.114,1
145.9.8.122,1
217.63.39.126,1
48.158.85.27,1
203.75.240.184,1
80.4.63.109,1
94.89.208.10,1
28.239.114.53,1
197.16.180.190,1
188.76.130.208,1
106.136.161.189,1
124.130.154.60,1
36.56.190.63,1
118.90.182.231,1
51.125.211.159,1
202.235.7.164,1
95.212.60.152,1
37.81.16.42,1
68.201.64.75,1
92.231.64.172,1
214.172.15.177,1
71.200.201.145,1
212.134.59.134,1
59.199.132.63,1
29.228.119.60,1
3.208.226.220,1
4.109.71.30,1
40.255.14.77,1
34.182.159.186,1
173.133.64.131,1
80.48.34.186,1
53.175.79.155,1
122.247.197.147,1
185.210.110.84,1
36.10.100.177,1
115.76.151.239,1
114.255.22.70,1
137.114.3.102,1
61.192.137.182,1
187.170.177.165,1
91.213.51.165,1
192.189.84.166,1
36.220.255.119,1
208.175.37.37,1
216.178.58.125,1
21.19.15.88,1
69.160.188.211,1
38.218.202.200,1
81.176.196.103,1
196.63.209.163,1
132.185.250.57,1
173.161.128.197,1
120.19.56.28,1
203.150.9.196,1
138.27.69.127,1
10.197.175.207,1
88.35.237.79,1
81.51.118.115,1
67.195.47.76,1
86.238.45.117,1
172.172.135.62,1
27.112.27.253,1
101.144.172.219,1
49.36.4.94,1
215.110.63.103,1
61.175.32.133,1
174.86.130.160,1
109.79.134.126,1
80.170.164.83,1
86.94.215.18,1
54.108.184.135,1
178.189.43.185,1
134.89.95.33,1
47.194.29.186,1
177.177.238.113,1
90.203.91.227,1
200.164.84.231,1
170.194.34.178,1
78.214.154.220,1
209.74.53.165,1
56.178.13.158,1
80.129.149.195,1
80.181.105.75,1
46.210.166.166,1
115.199.231.42,1
145.121.207.114,1
201.211.53.232,1
134.158.214.11,1
69.194.154.84,1
46.135.134.247,1
176.55.229.253,1
209.145.103.92,1
60.253.114.86,1
201.209.153.27,1
68.51.195.182,1
49.163.230.5,1
64.206.182.24,1
105.117.224.43,1
36.227.109.154,1
185.179.195.175,1
62.13.29.30,1
221.134.29.56,1
11.187.200.189,1
141.87.170.72,1
161.113.1.76,1
97.184.214.23,1
62.193.135.116,1
146.224.110.186,1
191.229.7.208,1
102.162.138.155,1
115.189.120.20,1
57.227.121.186,1
2.71.189.9,1
73.82.100.140,1
92.108.231.90,1
15.149.192.171,1
21.116.236.126,1
93.141.152.155,1
26.222.10.161,1
79.23.14.196,1
121.14.176.44,1
86.133.45.177,1
160.164.136.59,1
19.124.214.226,1
180.123.196.207,1
203.163.79.131,1
121.138.173.47,1
165.80.207.32,1
195.217.37.225,1
40.65.125.30,1
43.93.13.95,1
19.38.223.59,1
125.140.165.195,1
70.175.58.253,1
159.219.211.173,1
64.12.141.234,1
98.219.249.208,1
221.143.116.254,1
31.146.35.66,1
144.10.226.60,1
167.7.239.24,1
107.9.57.172,1
47.173.54.146,1
191.65.218.18,1
40.197.237.21,1
200.104.154.221,1
213.124.217.18,1
176.63.128.27,1
146.37.36.77,1
191.244.179.227,1
78.104.96.207,1
97.196.210.223,1
27.34.170.53,1
116.83.96.7,1
155.31.97.169,1
211.115.90.69,1
212.204.144.40,1
135.251.126.108,1
96.129.105.100,1
86.125.39.253,1
56.139.154.164,1
45.147.100.115,1
165.203.109.95,1
23.42.220.181,1
191.98.107.225,1
168.133.182.79,1
77.169.141.216,1
51.185.82.175,1
116.153.164.184,1
153.79.91.93,1
219.149.111.72,1
214.186.189.13,1
5.98.161.115,1
51.206.46.177,1
110.219.66.95,1
172.195.163.99,1
115.116.15.122,1
157.77.70.234,1
30.86.28.240,1
52.139.7.227,1
98.16.28.44,1
118.15.99.250,1
162.69.225.107,1
153.233.215.50,1
49.93.89.177,1
114.41.126.148,1
157.61.164.250,1
66.72.229.129,1
88.74.7.146,1
177.167.185.77,1
166.141.19.237,1
141.94.95.11,1
136.136.90.20,1
2.144.172.130,1
63.191.120.227,1
32.97.154.26,1
46.243.170.25,1
182.160.144.236,1
136.110.60.79,1
214.197.254.66,1
188.180.223.93,1
20.11.119.252,1
16.168.11.179,1
185.191.100.128,1
155.94.219.127,1
123.9.54.251,1
11.223.134.31,1
210.121.200.216,1
112.121.36.51,1
21.119.48.99,1
173.28.208.140,1
129.72.109.57,1
134.11.109.231,1
18.15.153.10,1
70.205.81.31,1
35.107.205.42,1
80.194.130.198,1
99.146.124.213,1
92.61.78.11,1
120.152.215.237,1
124.89.99.96,1
28.102.198.7,1
58.127.226.106,1
159.48.178.205,1
220.13.71.214,1
70.160.1.57,1
165.143.217.102,1
60.3.207.2,1
195.175.207.97,1
40.107.32.236,1
207.100.16.209,1
106.203.191.64,1
110.161.134.246,1
172.159.20.149,1
133.229.223.245,1
211.233.44.10,1
51.235.64.246,1
101.116.156.201,1
54.78.110.134,1
5.89.22.139,1
25.241.160.228,1
45.188.54.110,1
135.152.222.95,1
97.144.25.234,1
179.93.167.164,1
64.185.33.131,1
111.195.93.46,1
81.172.23.94,1
173.255.64.109,1
173.250.231.146,1
176.208.124.69,1
190.32.62.163,1
77.185.19.47,1
107.106.145.4,1
148.122.170.86,1
86.158.56.233,1
168.120.22.183,1
39.144.48.234,1
128.96.77.189,1
123.191.243.176,1
141.156.53.37,1
138.52.25.72,1
18.42.104.46,1
34.134.118.197,1
123.155.105.255,1
55.69.222.12,1
13.203.250.153,1
40.165.235.198,1
211.173.72.154,1
146.66.26.32,1
200.122.24.2,1
51.183.101.206,1
119.135.227.107,1
131.197.3.150,1
66.101.221.25,1
28.71.123.0,1
177.168.117.43,1
109.214.118.230,1
141.129.66.228,1
58.172.57.228,1
212.11.122.202,1
168.210.125.197,1
87.106.224.171,1
179.143.119.225,1
64.44.248.126,1
29.103.79.161,1
135.237.243.164,1
203.174.143.223,1
71.96.63.33,1
6.97.153.92,1
37.110.103.126,1
109.47.246.195,1
30.192.111.87,1
25.219.208.228,1
51.179.114.42,1
70.189.141.52,1
217.178.122.218,1
171.192.135.226,1
206.213.15.26,1
202.28.97.242,1
53.212.41.4,1
60.174.165.44,1
64.32.235.97,1
87.169.168.27,1
175.118.142.15,1
159.26.245.82,1
30.126.71.39,1
78.61.162.43,1
161.82.254.81,1
219.240.104.196,1
190.147.144.1,1
51.89.30.195,1
122.70.243.21,1
145.242.224.227,1
210.104.23.42,1
25.170.159.189,1
115.231.36.71,1
155.7.236.33,1
109.35.219.165,1
79.209.61.119,1
198.242.105.51,1
6.87.15.25,1
132.24.32.168,1
85.109.255.53,1
99.70.16.245,1
13.242.8.151,1
6.176.11.71,1
37.173.154.110,1
123.103.25.50,1
52.250.172.243,1
124.13.158.129,1
87.162.203.227,1
57.56.136.82,1
74.14.11.16,1
151.202.69.30,1
159.164.159.237,1
170.233.151.189,1
33.202.161.179,1
154.255.169.153,1
105.122.45.98,1
82.121.156.234,1
196.127.111.111,1
197.165.185.22,1
150.142.24.63,1
200.227.47.32,1
84.174.150.130,1
132.210.32.169,1
179.30.79.71,1
26.253.238.104,1
89.89.197.38,1
159.36.50.199,1
98.192.47.24,1
157.134.141.126,1
16.177.35.138,1
189.76.201.193,1
26.114.63.235,1
180.163.61.100,1
128.32.103.52,1
145.122.254.96,1
165.59.28.201,1
131.196.51.28,1
26.113.37.88,1
67.136.240.164,1
138.240.223.131,1
125.160.15.229,1
200.225.101.31,1
24.99.98.214,1
177.100.79.161,1
27.43.209.180,1
110.0.159.206,1
148.154.246.34,1
189.219.141.185,1
220.78.219.238,1
25.50.168.105,1
75.76.207.254,1
141.116.145.188,1
170.193.172.54,1
208.85.88.183,1
31.59.226.1,1
194.92.9.243,1
209.161.200.251,1
58.151.183.194,1
150.98.243.254,1
60.193.58.125,1
197.196.83.229,1
143.199.91.160,1
222.193.237.101,1
56.89.132.29,1
153.18.73.55,1
51.15.41.127,1
65.33.163.119,1
133.81.119.157,1
94.243.210.29,1
106.120.225.143,1
206.33.190.39,1
24.165.175.10,1
154.233.146.249,1
132.88.124.37,1
218.105.173.108,1
205.242.4.144,1
200.124.51.125,1
156.26.105.218,1
112.122.189.191,1
145.110.26.206,1
160.53.196.107,1
192.128.94.176,1
190.47.208.114,1
59.245.194.70,1
55.138.87.206,1
203.7.120.137,1
169.53.38.39,1
212.247.64.19,1
81.112.89.142,1
163.64.65.226,1
61.169.164.255,1
178.234.199.245,1
65.229.109.96,1
148.97.235.41,1
69.48.44.102,1
192.185.32.19,1
158.244.1.25,1
143.197.251.41,1
33.186.59.57,1
163.57.93.163,1
91.162.157.158,1
159.52.17.53,1
124.132.129.120,1
66.1.158.248,1
35.236.85.215,1
139.194.102.93,1
112.203.233.93,1
170.250.173.251,1
101.140.45.132,1
22.72.121.160,1
35.187.201.62,1
49.173.88.211,1
203.216.40.93,1
76.48.47.176,1
54.59.186.102,1
71.125.245.100,1
130.26.78.93,1
147.168.123.38,1
23.155.100.151,1
157.114.134.98,1
123.56.65.33,1
120.191.248.163,1
168.5.164.176,1
13.185.246.36,1
128.189.144.92,1
134.194.245.36,1
160.149.29.139,1
133.31.94.165,1
90.80.248.222,1
91.232.132.109,1
203.15.86.44,1
103.161.216.11,1
160.84.43.6,1
168.103.8.178,1
117.150.131.116,1
32.92.169.34,1
2.111.78.147,1
20.72.223.233,1
197.204.94.124,1
94.143.166.242,1
95.34.75.57,1
97.238.40.181,1
8.102.135.0,1
86.53.189.73,1
182.213.90.207,1
137.35.85.110,1
220.253.176.85,1
155.108.42.115,1
221.58.153.83,1
205.194.33.56,1
44.70.204.234,1
34.111.179.57,1
103.169.208.171,1
18.111.239.139,1
99.10.219.12,1
2.171.189.114,1
12.213.204.241,1
200.33.39.39,1
109.175.109.137,1
93.190.95.209,1
70.12.231.164,1
78.77.172.252,1
114.76.68.1,1
172.5.20.243,1
98.134.23.63,1
69.150.124.159,1
41.225.59.61,1
52.244.30.171,1
24.211.136.118,1
83.245.234.38,1
168.48.251.184,1
199.90.65.206,1
89.11.158.249,1
138.213.87.188,1
222.26.11.235,1
2.70.137.143,1
192.107.202.200,1
9.34.181.157,1
86.97.6.26,1
154.145.188.147,1
184.91.36.81,1
28.14.238.63,1
119.39.100.155,1
101.50.242.154,1
89.33.93.138,1
59.202.137.16,1
187.95.114.193,1
54.29.152.180,1
118.199.220.102,1
70.240.180.202,1
145.232.70.171,1
52.250.114.38,1
140.39.163.86,1
99.126.125.82,1
159.17.122.218,1
165.213.250.118,1
203.234.249.233,1
192.186.55.25,1
150.135.32.186,1
45.65.209.181,1
115.239.175.67,1
20.25.85.226,1
216.143.88.48,1
63.126.148.187,1
187.16.127.217,1
211.218.124.34,1
95.163.120.24,1
164.134.67.143,1
15.68.213.139,1
120.195.100.148,1
11.47.33.77,1
212.90.205.64,1
147.115.74.189,1
101.0.135.29,1
43.211.208.128,1
27.37.128.70,1
166.112.49.132,1
129.189.165.62,1
103.253.91.131,1
106.157.37.174,1
85.210.15.171,1
214.96.90.61,1
81.239.242.30,1
131.239.139.17,1
169.40.51.161,1
10.162.156.249,1
37.230.167.246,1
126.247.242.224,1
68.52.29.202,1
86.38.201.99,1
138.163.26.220,1
8.153.223.37,1
114.83.110.118,1
167.106.198.109,1
41.250.49.53,1
97.118.141.163,1
220.208.190.43,1
101.167.124.42,1
25.209.100.91,1
178.239.176.180,1
29.216.44.50,1
111.77.150.206,1
18.87.129.119,1
49.234.57.160,1
168.190.69.79,1
98.36.61.166,1
55.209.106.233,1
105.155.182.147,1
17.162.58.15,1
118.10.15.31,1
53.170.254.51,1
191.23.161.194,1
158.130.127.247,1
214.255.155.144,1
125.140.128.90,1
94.117.141.40,1
56.65.181.145,1
94.129.55.202,1
6.153.249.215,1
170.9.88.192,1
2.1.20.113,1
157.103.97.123,1
128.170.49.243,1
151.72.106.253,1
138.169.91.82,1
49.229.145.121,1
157.215.68.170,1
33.177.47.178,1
12.48.111.176,1
48.231.84.100,1
202.98.91.59,1
99.145.182.241,1
146.194.146.7,1
36.101.224.98,1
44.206.241.249,1
77.6.24.21,1
84.185.24.253,1
212.7.79.106,1
28.123.112.136,1
111.124.149.48,1
84.52.93.150,1
52.99.74.146,1
189.91.148.162,1
186.147.170.207,1
107.47.111.4,1
161.205.126.56,1
41.188.81.55,1
12.107.176.95,1
200.231.99.159,1
18.3.222.246,1
6.103.245.142,1
220.59.212.24,1
113.230.72.153,1
106.23.5.50,1
32.111.39.120,1
192.164.63.102,1
175.178.130.6,1
137.77.86.98,1
41.79.67.134,1
65.251.226.26,1
17.225.161.26,1
178.73.36.61,1
119.168.155.5,1
196.152.93.157,1
133.65.22.91,1
138.212.28.25,1
19.134.205.236,1
117.190.123.15,1
155.73.38.193,1
114.105.203.219,1
132.135.207.245,1
77.169.59.185,1
126.101.58.192,1
210.106.13.141,1
143.153.25.202,1
208.185.91.7,1
9.50.82.79,1
178.47.244.61,1
85.229.167.215,1
53.184.237.68,1
207.107.187.249,1
145.156.75.168,1
117.23.82.220,1
22.169.11.253,1
181.165.61.255,1
70.196.187.134,1
89.125.67.226,1
167.136.144.98,1
49.52.32.8,1
176.96.130.230,1
61.142.51.14,1
43.254.127.188,1
121.163.221.40,1
206.221.96.188,1
30.254.205.110,1
21.202.87.222,1
74.139.219.28,1
50.245.179.30,1
178.20.214.180,1
58.113.27.9,1
125.161.169.59,1
171.154.38.102,1
25.58.193.132,1
81.29.16.116,1
181.32.155.71,1
84.0.215.51,1
15.203.183.103,1
10.19.106.98,1
52.129.212.86,1
30.181.83.168,1
8.79.2.14,1
197.75.33.245,1
36.202.180.250,1
70.67.255.173,1
35.200.80.166,1
102.19.5.210,1
57.61.165.27,1
112.151.42.218,1
89.224.195.163,1
141.145.254.13,1
173.107.162.40,1
117.46.248.165,1
10.187.227.15,1
165.177.28.193,1
118.7.153.161,1
38.202.6.35,1
5.87.130.78,1
53.108.199.238,1
136.22.90.223,1
193.42.63.51,1
117.1.24.87,1
49.186.139.114,1
183.3.112.107,1
3.159.48.250,1
133.129.84.18,1
60.42.5.33,1
18.27.24.61,1
19.91.233.23,1
154.62.104.131,1
113.135.215.83,1
91.48.160.7,1
156.83.116.140,1
31.61.110.248,1
128.58.74.141,1
105.217.28.34,1
44.187.225.15,1
101.149.251.83,1
14.92.181.252,1
199.151.162.245,1
21.234.14.11,1
107.136.253.181,1
137.219.1.136,1
192.115.72.131,1
38.63.201.71,1
45.101.79.207,1
159.200.180.177,1
92.217.74.183,1
181.92.159.57,1
221.223.211.132,1
11.240.0.253,1
105.87.20.197,1
48.130.97.44,1
181.18.108.233,1
63.148.239.204,1
107.173.178.54,1
208.135.119.42,1
48.48.7.166,1
10.121.49.108,1
197.195.153.46,1
147.110.61.233,1
51.72.5.0,1
219.182.242.187,1
141.10.38.82,1
133.202.232.142,1
195.110.124.220,1
80.226.16.147,1
75.130.131.236,1
149.248.224.9,1
35.190.20.1,1
139.183.75.143,1
68.113.62.33,1
106.109.198.190,1
107.5.198.212,1
223.120.75.87,1
143.219.0.28,1
8.56.106.59,1
103.91.20.103,1
223.157.137.89,1
204.71.117.101,1
116.31.53.199,1
207.147.55.103,1
131.104.81.51,1
27.66.249.180,1
205.53.150.32,1
145.121.3.172,1
162.37.150.102,1
140.121.211.255,1
68.184.171.64,1
95.197.190.74,1
110.59.72.47,1
132.91.89.208,1
68.18.220.236,1
162.204.251.68,1
59.77.15.163,1
86.20.176.171,1
185.198.90.201,1
75.62.37.56,1
217.132.199.40,1
153.85.53.59,1
96.174.74.48,1
5.71.198.113,1
75.121.125.156,1
136.161.160.60,1
180.79.231.201,1
88.222.176.235,1
57.190.77.232,1
184.120.85.47,1
60.76.189.150,1
30.198.87.127,1
167.29.206.253,1
161.176.203.173,1
175.125.81.25,1
197.107.171.27,1
178.248.220.206,1
151.140.0.18,1
164.157.211.36,1
142.192.197.46,1
199.145.160.204,1
119.88.205.244,1
155.90.12.82,1
55.197.165.103,1
23.142.43.122,1
47.229.24.155,1
48.169.45.5,1
175.124.189.238,1
123.53.123.80,1
188.0.162.107,1
164.4.86.117,1
62.119.53.190,1
24.121.254.221,1
136.156.0.170,1
142.225.26.121,1
118.36.18.1,1
134.97.225.68,1
49.133.228.16,1
195.224.216.129,1
42.137.108.177,1
145.81.233.128,1
185.150.105.153,1
22.38.172.7,1
14.28.25.166,1
169.122.200.9,1
99.173.176.192,1
12.116.24.122,1
48.193.117.106,1
150.177.78.83,1
34.220.159.15,1
147.216.230.62,1
152.217.132.98,1
94.237.169.255,1
155.231.59.104,1
164.161.14.128,1
81.11.31.159,1
172.236.210.76,1
97.228.88.180,1
5.211.175.8,1
136.112.68.112,1
178.10.174.116,1
58.118.52.123,1
114.237.69.211,1
22.112.36.39,1
24.89.110.247,1
15.144.149.61,1
70.147.48.38,1
105.3.14.72,1
92.153.124.120,1
141.54.55.171,1
129.65.247.216,1
34.113.88.209,1
39.228.48.253,1
149.58.240.111,1
184.20.1.98,1
193.9.7.95,1
194.141.153.3,1
25.116.42.7,1
158.242.229.181,1
177.218.49.231,1
147.242.226.128,1
2.49.82.160,1
95.40.231.231,1
214.84.108.61,1
40.65.25.152,1
52.143.183.171,1
188.41.239.209,1
10.178.39.20,1
53.158.12.114,1
54.65.99.137,1
91.250.189.224,1
190.79.49.34,1
77.218.27.96,1
68.151.70.100,1
222.168.35.104,1
134.150.66.183,1
201.190.157.100,1
123.247.168.8,1
214.70.224.191,1
132.223.117.120,1
151.105.140.96,1
116.21.25.208,1
24.22.134.110,1
206.94.45.157,1
191.52.250.158,1
40.50.113.135,1
22.247.127.222,1
204.50.1.4,1
26.139.45.132,1
40.233.3.76,1
211.146.209.156,1
89.130.171.225,1
68.16.247.214,1
219.118.201.97,1
93.129.0.251,1
206.48.196.209,1
101.101.63.207,1
137.116.178.118,1
223.76.57.158,1
190.240.190.225,1
189.121.233.208,1
122.244.153.125,1
189.62.197.236,1
163.231.183.4,1
115.203.203.228,1
183.98.2.182,1
60.236.5.182,1
223.55.30.67,1
13.115.150.237,1
27.46.12.184,1
82.117.25.137,1
42.246.0.182,1
113.25.113.164,1
143.62.129.165,1
27.82.251.116,1
173.96.130.50,1
88.206.84.16,1
20.233.243.197,1
136.3.217.104,1
78.215.15.246,1
24.175.149.40,1
182.190.244.214,1
106.33.238.92,1
207.243.244.107,1
152.11.172.103,1
143.4.186.102,1
220.124.244.83,1
117.248.112.55,1
35.60.86.241,1
95.174.220.38,1
46.254.223.141,1
59.125.133.223,1
121.84.96.118,1
49.224.231.108,1
94.55.235.41,1
108.179.85.227,1
117.89.103.77,1
81.131.159.240,1
17.151.152.84,1
204.179.153.181,1
116.232.176.100,1
58.31.67.205,1
164.181.164.56,1
85.248.6.104,1
199.252.186.17,1
99.140.142.249,1
208.135.17.220,1
189.242.149.245,1
158.141.76.238,1
73.236.53.229,1
86.77.62.154,1
183.249.213.63,1
219.206.85.40,1
42.197.145.238,1
64.76.29.50,1
83.145.199.119,1
108.228.196.150,1
154.217.52.133,1
179.118.97.97,1
90.167.35.169,1
42.127.33.68,1
168.116.0.17,1
206.202.226.110,1
204.4.233.150,1
26.109.242.249,1
25.166.66.108,1
171.58.220.241,1
131.181.125.27,1
39.62.27.242,1
82.156.199.180,1
58.123.222.171,1
197.198.244.138,1
52.153.197.174,1
114.206.229.17,1
28.14.54.246,1
160.31.176.174,1
198.6.164.10,1
176.46.172.145,1
142.162.33.246,1
88.142.70.25,1
93.243.217.16,1
129.244.2.72,1
154.245.23.137,1
144.103.38.66,1
183.4.135.131,1
135.72.133.48,1
120.80.241.145,1
1.68.158.60,1
163.74.43.82,1
85.82.198.153,1
73.170.83.23,1
108.216.94.89,1
78.106.133.37,1
162.114.126.214,1
118.200.170.193,1
157.157.123.196,1
164.37.171.128,1
48.6.48.220,1
97.84.102.163,1
206.108.120.108,1
154.67.77.170,1
86.114.34.127,1
203.143.203.233,1
160.126.240.205,1
72.196.149.35,1
24.193.159.214,1
64.102.127.11,1
70.225.212.38,1
166.17.49.109,1
175.219.107.239,1
69.166.128.215,1
2.208.52.67,1
107.176.15.78,1
18.234.239.32,1
220.113.140.140,1
138.121.122.156,1
184.164.28.127,1
128.85.44.30,1
49.78.205.110,1
137.59.173.129,1
184.2.182.22,1
16.169.84.250,1
62.95.55.12,1
81.211.189.222,1
175.133.227.45,1
214.30.215.166,1
58.126.216.163,1
176.125.224.10,1
31.108.96.185,1
188.41.28.199,1
91.97.27.174,1
111.79.240.123,1
14.166.69.166,1
65.162.41.142,1
22.202.38.222,1
134.24.84.135,1
187.137.167.154,1
63.10.242.4,1
15.204.151.145,1
162.45.209.143,1
181.218.50.175,1
2.182.216.103,1
93.163.230.246,1
54.149.130.35,1
175.147.23.146,1
62.152.72.137,1
204.22.204.137,1
176.53.62.42,1
176.27.103.168,1
10.143.176.225,1
85.106.117.131,1
32.224.225.27,1
156.244.106.126,1
125.84.82.154,1
93.103.2.233,1
183.111.31.138,1
22.194.235.139,1
2.73.237.96,1
102.168.27.124,1
103.150.134.246,1
180.139.71.142,1
167.31.25.254,1
153.144.129.154,1
182.151.127.178,1
47.175.114.246,1
177.167.49.83,1
96.247.6.103,1
160.108.85.248,1
210.95.25.75,1
215.235.56.101,1
188.211.125.196,1
43.22.97.157,1
81.117.88.155,1
48.207.160.122,1
31.49.222.50,1
202.19.131.187,1
182.187.221.84,1
73.229.221.138,1
198.219.96.14,1
44.33.31.16,1
44.34.130.77,1
